,m2_construit,nb_pieces,nb_sdb,nb_etages,latitude,longitude,prix_achat,prix_achat_m2,travaux_necessaire,annee_construction,ascenseur,jardin,piscine,terrace,balcon,salle_rangement,espace_vert,parking,num_quartier,type_appartement,type_duplex,type_maison,type_penthouse
11799,169,4,3,0,40.43502,-3.719236,778450,4606,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11798,169,4,3,0,40.43502,-3.719236,773450,4577,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11797,174,4,3,0,40.43502,-3.719236,794000,4563,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11796,125,3,3,0,40.472549,-3.642551,720000,5760,0,1995.0,1,0,1,1,0,1,1,1,16,False,False,False,True
11795,170,3,2,0,40.472549,-3.642551,650000,3824,0,1999.0,1,0,1,0,0,1,1,0,16,True,False,False,False
11794,153,3,2,0,40.472549,-3.642551,570000,3725,0,2019.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11793,183,4,3,0,40.43502,-3.719236,950000,5191,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11791,130,3,2,0,40.472549,-3.642551,620000,4769,0,2077.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11790,130,3,2,0,40.43502,-3.719236,620000,4769,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11789,65,3,1,0,40.43502,-3.719236,170000,2615,1,1960.0,1,0,0,0,0,1,0,0,9,True,False,False,False
11788,215,3,2,0,40.472549,-3.642551,599000,2786,0,2077.0,1,0,1,1,0,1,0,1,16,True,False,False,False
11787,97,2,2,0,40.43502,-3.719236,565000,5825,0,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11786,209,4,3,0,40.472549,-3.642551,730000,3493,0,2006.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11784,122,3,2,0,40.43502,-3.719236,495000,4057,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11783,78,2,2,0,40.43502,-3.719236,220000,2821,1,1988.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11782,115,2,2,0,40.43502,-3.719236,495000,4304,0,2005.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11781,70,1,1,0,40.43502,-3.719236,375000,5357,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11780,53,2,1,0,40.43502,-3.719236,145000,2736,0,2077.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11779,87,3,1,0,40.43502,-3.719236,260000,2989,0,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11778,113,3,2,0,40.472549,-3.642551,540000,4779,0,2077.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11777,119,3,2,0,40.43502,-3.719236,369900,3108,0,1985.0,1,0,1,0,0,1,1,0,9,True,False,False,False
11776,110,2,2,0,40.472549,-3.642551,339000,3082,0,1996.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11775,136,4,2,0,40.43502,-3.719236,499000,3669,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11774,280,3,3,0,40.472549,-3.642551,1250000,4464,0,1995.0,1,0,1,1,0,1,1,1,16,False,False,False,True
11773,107,3,2,0,40.472549,-3.642551,350000,3271,0,1998.0,1,0,1,1,0,0,1,0,16,True,False,False,False
11770,82,3,1,0,40.43502,-3.719236,235000,2866,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11769,190,4,3,0,40.43502,-3.719236,695000,3658,0,2077.0,1,0,1,0,0,1,0,1,9,True,False,False,False
11768,177,4,3,0,40.43502,-3.719236,826000,4667,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11767,176,4,3,0,40.43502,-3.719236,826000,4693,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11766,138,3,2,0,40.43502,-3.719236,696000,5043,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11765,141,3,2,0,40.43502,-3.719236,704000,4993,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11764,137,3,2,0,40.43502,-3.719236,685000,5000,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11763,139,3,2,0,40.43502,-3.719236,675000,4856,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11762,137,3,2,0,40.43502,-3.719236,675000,4927,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11761,109,2,2,0,40.43502,-3.719236,556000,5101,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11760,137,3,2,0,40.43502,-3.719236,660000,4818,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11759,138,3,2,0,40.43502,-3.719236,666000,4826,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11758,137,3,2,0,40.43502,-3.719236,670000,4891,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11757,138,3,2,0,40.43502,-3.719236,671000,4862,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11756,115,2,2,0,40.43502,-3.719236,588000,5113,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11755,137,3,2,0,40.43502,-3.719236,675000,4927,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11754,138,3,2,0,40.43502,-3.719236,661000,4790,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11753,137,3,2,0,40.43502,-3.719236,670000,4891,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11752,140,3,2,0,40.43502,-3.719236,666000,4757,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11751,140,3,2,0,40.43502,-3.719236,671000,4793,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11750,138,3,2,0,40.43502,-3.719236,686000,4971,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11749,180,4,3,0,40.43502,-3.719236,893600,4964,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11748,108,2,2,0,40.43502,-3.719236,530000,4907,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11747,138,3,2,0,40.43502,-3.719236,691000,5007,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11746,137,3,2,0,40.43502,-3.719236,680000,4964,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11745,138,3,2,0,40.43502,-3.719236,696000,5043,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11744,111,2,2,0,40.43502,-3.719236,539000,4856,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11743,138,3,2,0,40.43502,-3.719236,656000,4754,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11742,110,2,2,0,40.43502,-3.719236,556000,5055,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11741,111,2,2,0,40.43502,-3.719236,527000,4748,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11740,116,2,2,0,40.43502,-3.719236,607000,5233,0,2077.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11739,81,3,2,0,40.43502,-3.719236,280000,3457,0,2077.0,1,0,0,1,1,0,0,1,9,True,False,False,False
11738,52,1,1,0,40.43502,-3.719236,315000,6058,0,2077.0,1,0,1,0,0,0,1,1,9,True,False,False,False
11737,102,2,2,0,40.472549,-3.642551,435000,4265,0,2077.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11735,150,4,2,0,40.43502,-3.719236,585000,3900,0,1975.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11730,266,4,5,0,40.472549,-3.642551,1740000,6541,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11728,221,4,2,0,40.43502,-3.719236,760000,3439,0,2077.0,1,0,1,0,0,1,0,1,9,True,False,False,False
11727,67,2,1,0,40.43502,-3.719236,187000,2791,0,1965.0,1,0,0,0,0,1,0,0,9,True,False,False,False
11724,65,2,1,0,40.43502,-3.719236,223000,3431,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11723,60,3,1,0,40.43502,-3.719236,185000,3083,1,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11721,64,1,1,0,40.43502,-3.719236,271078,4236,0,2020.0,1,0,0,1,1,1,0,1,9,False,False,False,True
11720,170,4,2,0,40.43502,-3.719236,650000,3824,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11719,132,3,2,0,40.472549,-3.642551,631000,4780,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11718,140,4,2,0,40.43502,-3.719236,360000,2571,1,1964.0,1,0,0,1,1,1,0,0,9,True,False,False,False
11717,56,1,1,0,40.43502,-3.719236,275000,4911,0,2008.0,1,0,1,0,0,1,0,1,9,True,False,False,False
11715,65,3,1,0,40.43502,-3.719236,170000,2615,0,1963.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11713,90,2,2,0,40.43502,-3.719236,380000,4222,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11711,65,3,1,0,40.43502,-3.719236,180000,2769,0,1960.0,1,0,0,1,0,0,1,0,9,True,False,False,False
11710,124,3,2,0,40.43502,-3.719236,480000,3871,0,2003.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11708,202,3,2,0,40.472549,-3.642551,620000,3069,0,2019.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11707,101,2,2,0,40.43502,-3.719236,400000,3960,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11706,133,3,2,0,40.43502,-3.719236,595800,4480,0,2005.0,1,0,1,1,0,1,0,1,9,True,False,False,False
11705,97,4,2,0,40.43502,-3.719236,380000,3918,0,2077.0,1,0,0,1,0,1,1,1,9,True,False,False,False
11704,84,4,1,0,40.43502,-3.719236,200000,2381,1,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11703,85,2,2,0,40.472549,-3.642551,450000,5294,0,2077.0,1,0,1,0,0,1,0,1,16,True,False,False,False
11702,192,4,3,0,40.43502,-3.719236,745000,3880,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11701,187,4,3,0,40.472549,-3.642551,568000,3037,0,2077.0,1,0,0,0,0,0,0,0,16,True,False,False,False
11699,108,2,2,0,40.472549,-3.642551,339000,3139,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11698,197,4,3,0,40.43502,-3.719236,790000,4010,0,2010.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11695,73,3,1,0,40.43502,-3.719236,160000,2192,0,2077.0,1,0,0,1,1,1,1,0,9,True,False,False,False
11693,120,2,2,0,40.43502,-3.719236,359000,2992,0,2010.0,1,0,1,1,1,1,1,1,9,False,True,False,False
11692,77,2,1,0,40.43502,-3.719236,160000,2078,1,2077.0,1,0,0,1,0,1,1,0,9,True,False,False,False
11690,177,3,3,0,40.43502,-3.719236,950000,5367,0,2006.0,1,0,1,0,0,0,0,1,9,True,False,False,False
11688,262,5,3,3,40.43502,-3.719236,675000,2576,0,1993.0,0,0,0,0,0,0,0,1,9,False,False,True,False
11686,55,2,1,0,40.43502,-3.719236,145000,2636,0,2077.0,1,0,0,0,0,0,1,0,9,True,False,False,False
11684,65,1,1,0,40.472549,-3.642551,440000,6769,0,1996.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11683,102,3,2,0,40.43502,-3.719236,330000,3235,1,2077.0,1,0,0,1,0,0,0,1,9,True,False,False,False
11681,85,3,2,0,40.43502,-3.719236,249000,2929,1,1970.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11680,177,3,3,0,40.43502,-3.719236,950000,5367,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11679,152,3,2,0,40.43502,-3.719236,495000,3257,0,2008.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11677,170,4,2,0,40.43502,-3.719236,650000,3824,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11675,64,2,1,0,40.43502,-3.719236,150000,2344,1,1963.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11674,73,2,1,0,40.43502,-3.719236,399900,5478,0,2077.0,1,0,0,1,0,1,0,1,9,False,False,False,True
11672,55,2,1,0,40.43502,-3.719236,149000,2709,0,2077.0,1,0,0,0,0,0,1,0,9,True,False,False,False
11671,50,2,1,0,40.472549,-3.642551,162000,3240,0,2077.0,0,0,0,0,0,0,0,0,16,True,False,False,False
11670,65,3,1,0,40.43502,-3.719236,169000,2600,0,1958.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11669,55,2,1,0,40.43502,-3.719236,157000,2855,0,1960.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11668,112,1,1,0,40.472549,-3.642551,299000,2670,0,2009.0,1,0,0,0,0,0,0,1,16,False,True,False,False
11667,278,5,5,0,40.472549,-3.642551,1490000,5360,0,2003.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11666,74,2,1,0,40.43502,-3.719236,215000,2905,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11665,50,1,1,0,40.43502,-3.719236,198000,3960,0,2008.0,1,0,0,0,0,0,0,1,9,True,False,False,False
11664,38,1,1,0,40.43502,-3.719236,101000,2658,0,1975.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11663,60,2,1,0,40.43502,-3.719236,159000,2650,0,1964.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11662,60,3,1,0,40.43502,-3.719236,184000,3067,0,1960.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11661,112,4,2,0,40.43502,-3.719236,395000,3527,1,2077.0,1,0,0,1,1,0,0,1,9,True,False,False,False
11660,115,3,2,0,40.472549,-3.642551,595000,5174,0,2077.0,1,0,1,0,1,0,1,1,16,True,False,False,False
11659,136,3,2,0,40.43502,-3.719236,570000,4191,0,2004.0,1,0,1,0,1,1,1,1,9,True,False,False,False
11657,110,3,2,0,40.43502,-3.719236,475000,4318,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11656,190,3,2,0,40.472549,-3.642551,769000,4047,0,1995.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11655,89,2,2,0,40.43502,-3.719236,450000,5056,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11653,128,3,2,0,40.472549,-3.642551,620000,4844,0,2077.0,1,0,1,1,0,1,0,1,16,True,False,False,False
11652,98,3,2,0,40.43502,-3.719236,300000,3061,0,1995.0,1,0,0,1,0,0,1,1,9,True,False,False,False
11651,177,4,3,0,40.43502,-3.719236,825000,4661,0,2077.0,1,0,1,1,0,1,0,1,9,False,True,False,False
11650,55,1,1,0,40.43502,-3.719236,287000,5218,0,2003.0,1,0,1,0,1,1,1,0,9,True,False,False,False
11648,144,3,2,0,40.43502,-3.719236,680000,4722,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11647,144,3,2,0,40.43502,-3.719236,680000,4722,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11644,291,5,4,0,40.472549,-3.642551,1490000,5120,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11642,67,2,1,0,40.43502,-3.719236,335000,5000,0,2013.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11641,90,3,1,0,40.43502,-3.719236,274000,3044,0,2077.0,1,0,0,1,1,1,1,0,9,True,False,False,False
11639,113,4,1,0,40.43502,-3.719236,349000,3088,0,2077.0,1,0,0,1,1,1,1,0,9,True,False,False,False
11638,200,4,3,0,40.43502,-3.719236,776000,3880,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11636,235,4,3,0,40.43502,-3.719236,775000,3298,0,1976.0,0,0,1,1,0,1,1,0,9,True,False,False,False
11635,252,3,2,0,40.43502,-3.719236,1150000,4563,0,2077.0,1,0,1,1,1,1,1,1,9,True,False,False,False
11634,280,4,3,0,40.43502,-3.719236,1200000,4286,0,2077.0,1,0,1,0,1,1,0,1,9,True,False,False,False
11632,115,2,2,0,40.43502,-3.719236,405000,3522,0,2010.0,1,0,1,0,0,0,1,0,9,True,False,False,False
11629,116,2,2,0,40.43502,-3.719236,540000,4655,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11628,98,2,2,0,40.43502,-3.719236,565000,5765,0,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11627,144,4,2,0,40.43502,-3.719236,485000,3368,0,2004.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11626,220,4,3,0,40.43502,-3.719236,850000,3864,0,2077.0,1,0,0,0,0,1,0,1,9,True,False,False,False
11625,215,3,2,0,40.472549,-3.642551,610000,2837,0,2077.0,1,0,1,1,0,1,1,1,16,True,False,False,False
11624,74,2,2,0,40.43502,-3.719236,242999,3284,0,2077.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11623,102,3,2,0,40.43502,-3.719236,385000,3775,0,1977.0,1,0,1,1,0,0,1,0,9,True,False,False,False
11622,140,3,2,0,40.43502,-3.719236,549000,3921,0,2077.0,1,0,1,1,1,1,1,1,9,True,False,False,False
11621,221,4,3,0,40.43502,-3.719236,730000,3303,0,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11619,144,4,2,0,40.43502,-3.719236,699000,4854,0,2005.0,1,0,1,0,1,1,1,1,9,True,False,False,False
11618,160,3,2,0,40.43502,-3.719236,910000,5688,0,2007.0,1,0,1,1,1,1,1,1,9,False,False,False,True
11617,111,3,1,0,40.43502,-3.719236,359900,3242,0,2077.0,1,0,0,1,0,0,0,1,9,True,False,False,False
11616,127,3,2,0,40.43502,-3.719236,695000,5472,0,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11615,93,4,2,0,40.43502,-3.719236,245000,2634,0,1973.0,1,0,0,1,0,0,1,0,9,True,False,False,False
11614,88,3,1,0,40.43502,-3.719236,210000,2386,0,1977.0,1,0,0,1,0,0,1,0,9,True,False,False,False
11613,51,1,1,0,40.43502,-3.719236,167000,3275,0,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11611,275,4,3,0,40.472549,-3.642551,970000,3527,0,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
11610,90,2,1,0,40.43502,-3.719236,285000,3167,0,2077.0,1,0,0,0,0,1,1,0,9,True,False,False,False
11608,103,2,2,0,40.43502,-3.719236,430000,4175,0,2077.0,1,0,1,0,1,1,1,1,9,True,False,False,False
11607,108,2,2,0,40.472549,-3.642551,450000,4167,0,2077.0,1,0,1,0,0,0,1,1,16,True,False,False,False
11606,120,3,2,0,40.472549,-3.642551,319000,2658,0,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
11605,70,4,1,1,40.472549,-3.642551,330000,4714,1,2077.0,0,0,0,1,0,0,0,1,16,False,False,True,False
11604,112,3,2,0,40.43502,-3.719236,495000,4420,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11603,140,4,2,0,40.43502,-3.719236,360000,2571,1,2077.0,1,0,0,1,0,1,0,0,9,True,False,False,False
11602,92,3,1,0,40.43502,-3.719236,260000,2826,0,2077.0,1,0,0,1,0,1,1,0,9,True,False,False,False
11600,80,2,1,0,40.43502,-3.719236,245000,3062,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11599,120,3,2,0,40.43502,-3.719236,530000,4417,0,2077.0,1,0,1,1,0,0,1,1,9,True,False,False,False
11598,175,4,2,0,40.43502,-3.719236,795000,4543,0,2004.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11597,107,3,1,0,40.43502,-3.719236,300000,2804,0,2077.0,1,0,0,1,0,1,1,0,9,True,False,False,False
11596,72,3,1,0,40.43502,-3.719236,179500,2493,0,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11595,84,2,2,0,40.43502,-3.719236,400000,4762,1,2077.0,1,0,0,0,0,0,1,0,9,True,False,False,False
11594,92,3,1,0,40.43502,-3.719236,295000,3207,0,1970.0,1,0,1,1,0,1,1,0,9,True,False,False,False
11593,80,1,1,0,40.472549,-3.642551,240000,3000,0,2077.0,1,0,0,1,1,1,0,1,16,False,True,False,False
11592,185,5,3,2,40.43502,-3.719236,800000,4324,0,2077.0,0,1,0,1,0,1,0,0,9,False,False,True,False
11591,65,3,1,0,40.43502,-3.719236,195000,3000,0,1961.0,1,0,0,0,0,0,1,0,9,True,False,False,False
11590,71,3,1,0,40.43502,-3.719236,185600,2614,0,2077.0,0,0,0,0,0,0,0,0,9,True,False,False,False
11589,142,3,2,0,40.43502,-3.719236,558000,3930,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11588,128,3,2,0,40.43502,-3.719236,475000,3711,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11587,72,2,1,0,40.43502,-3.719236,230000,3194,0,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
11585,115,3,2,0,40.472549,-3.642551,333000,2896,0,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
11584,55,1,1,0,40.43502,-3.719236,270000,4909,0,2077.0,1,0,1,0,0,1,0,0,9,True,False,False,False
11583,139,3,2,0,40.472549,-3.642551,695000,5000,0,2077.0,1,0,1,0,0,1,1,1,16,True,False,False,False
11582,200,4,2,2,40.43502,-3.719236,920000,4600,0,2077.0,0,1,1,1,0,1,0,0,9,False,False,True,False
11581,114,3,2,0,40.472549,-3.642551,310000,2719,1,2077.0,1,0,0,1,0,1,0,1,16,True,False,False,False
11580,120,3,2,0,40.43502,-3.719236,583000,4858,0,1997.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11579,116,3,1,0,40.43502,-3.719236,310000,2672,0,1974.0,1,0,0,1,0,1,0,1,9,True,False,False,False
11578,97,2,2,0,40.43502,-3.719236,580000,5979,1,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11577,135,3,2,0,40.472549,-3.642551,570000,4222,0,2077.0,1,0,1,1,1,1,1,1,16,True,False,False,False
11574,282,5,4,0,40.43502,-3.719236,905000,3209,0,2077.0,1,0,0,1,0,1,0,1,9,True,False,False,False
11573,35,1,1,0,40.43502,-3.719236,138000,3943,0,2077.0,1,0,0,0,0,1,0,0,9,True,False,False,False
11572,235,4,3,0,40.43502,-3.719236,730000,3106,0,2077.0,1,0,1,1,1,1,1,1,9,True,False,False,False
11570,55,1,1,0,40.472549,-3.642551,293000,5327,0,2077.0,1,0,1,0,0,1,1,0,16,True,False,False,False
11569,56,3,1,0,40.43502,-3.719236,146000,2607,1,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11568,40,1,1,0,40.43502,-3.719236,94000,2350,0,1960.0,1,0,0,0,0,1,0,0,9,True,False,False,False
11567,59,3,1,0,40.43502,-3.719236,142200,2410,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11565,110,3,2,0,40.43502,-3.719236,415000,3773,0,2006.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11564,59,3,1,0,40.43502,-3.719236,158000,2678,1,1960.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11563,58,2,1,0,40.43502,-3.719236,195000,3362,0,2020.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11562,80,2,1,0,40.43502,-3.719236,285000,3562,0,2077.0,0,1,0,0,0,0,0,0,9,False,False,True,False
11561,115,3,1,0,40.43502,-3.719236,279000,2426,0,1972.0,0,0,0,0,0,0,0,0,9,True,False,False,False
11559,55,2,1,0,40.43502,-3.719236,158000,2873,0,1970.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11558,85,3,1,0,40.43502,-3.719236,295000,3471,0,1972.0,1,0,1,0,0,0,1,1,9,True,False,False,False
11557,190,3,2,0,40.472549,-3.642551,558000,2937,0,2077.0,1,0,1,1,0,1,0,1,16,True,False,False,False
11556,58,2,1,0,40.43502,-3.719236,155000,2672,0,2015.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11555,125,3,2,0,40.43502,-3.719236,445000,3560,0,2077.0,1,0,0,0,1,1,0,1,9,True,False,False,False
11554,94,1,1,0,40.472549,-3.642551,215000,2287,0,2009.0,1,0,0,0,0,0,0,1,16,False,True,False,False
11553,144,3,3,0,40.43502,-3.719236,725000,5035,0,2077.0,1,0,1,0,1,1,1,1,9,True,False,False,False
11552,102,2,2,0,40.43502,-3.719236,466800,4576,0,2006.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11551,74,2,1,0,40.43502,-3.719236,319000,4311,0,2077.0,1,0,0,1,0,1,1,0,9,True,False,False,False
11549,87,3,2,0,40.43502,-3.719236,240000,2759,1,2077.0,1,0,0,1,0,1,0,0,9,True,False,False,False
11548,218,4,3,0,40.43502,-3.719236,675000,3096,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11547,135,3,2,0,40.43502,-3.719236,675000,5000,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11546,89,3,2,0,40.43502,-3.719236,257000,2888,1,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11545,120,3,2,0,40.43502,-3.719236,438000,3650,0,2077.0,1,0,1,0,0,1,1,1,9,False,True,False,False
11544,65,2,1,1,40.43502,-3.719236,340000,5231,1,2077.0,0,0,0,0,0,0,0,0,9,False,False,True,False
11543,235,3,2,0,40.43502,-3.719236,720000,3064,0,2077.0,1,0,1,1,0,1,1,1,9,True,False,False,False
11541,48,2,1,0,40.43502,-3.719236,155000,3229,0,2077.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11540,55,2,1,0,40.43502,-3.719236,148000,2691,0,1973.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11539,71,3,1,0,40.43502,-3.719236,181000,2549,1,1961.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11538,130,1,2,0,40.472549,-3.642551,415000,3192,0,2077.0,0,0,0,1,1,0,0,0,16,False,False,True,False
11537,72,3,1,0,40.43502,-3.719236,214000,2972,0,1969.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11536,115,4,2,0,40.43502,-3.719236,185000,1609,0,1995.0,1,0,0,1,0,0,1,0,9,True,False,False,False
11535,85,3,1,0,40.43502,-3.719236,240000,2824,0,1975.0,1,0,0,1,0,0,1,0,9,True,False,False,False
11530,55,2,1,0,40.43502,-3.719236,169000,3073,1,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11529,80,3,1,0,40.43502,-3.719236,270000,3375,0,2077.0,1,0,0,1,0,1,1,0,9,True,False,False,False
11528,170,3,3,0,40.472549,-3.642551,760000,4471,0,2077.0,1,0,1,1,0,1,1,1,16,False,True,False,False
11527,130,4,2,0,40.43502,-3.719236,380000,2923,0,2077.0,1,0,0,0,0,1,1,1,9,True,False,False,False
11526,95,2,2,0,40.43502,-3.719236,395000,4158,0,2077.0,1,0,1,1,1,1,1,1,9,True,False,False,False
11525,72,3,1,0,40.43502,-3.719236,188400,2617,0,1964.0,1,0,0,0,0,0,0,0,9,True,False,False,False
11524,125,3,2,2,40.43502,-3.719236,455000,3640,0,2077.0,0,0,0,1,0,1,0,1,9,False,False,True,False
11523,51,2,1,0,40.43502,-3.719236,155000,3039,1,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11522,250,4,3,0,40.43502,-3.719236,1350000,5400,0,2077.0,1,0,1,1,0,1,1,1,9,False,False,False,True
11521,83,3,1,0,40.43502,-3.719236,220000,2651,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11520,60,1,1,0,40.43502,-3.719236,234000,3900,0,2019.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11518,89,3,2,0,40.43502,-3.719236,249000,2798,0,2077.0,1,0,0,1,0,0,0,0,9,True,False,False,False
11517,85,2,1,0,40.43502,-3.719236,370000,4353,0,2077.0,1,0,1,0,0,1,1,1,9,True,False,False,False
11516,113,3,2,0,40.43502,-3.719236,450000,3982,0,2077.0,1,0,0,1,1,0,0,0,9,True,False,False,False
